id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
5.12161E+15,P946NyqNq,7787822548,甜杏泡茶,#周深张真源白云黑土#啊啊啊啊啊我叫白云我叫黑土我七十一我七十五啊啊啊啊记忆在攻击我了,,,,周深张真源 白云黑土,0,0,7018,2025/1/11 12:30,Android,,,5.12158E+15,,普通用户
5.12484E+15,PaqiBvIrV,7812850909,狂乱贵公子恭迎白夜叉阁下回宫,3305【想看】偶尔一龙宫篇，我叫白云我叫黑土这是我老公这是我老母（高柱的笑点和技术都很弱智果咩那塞）,,,,,5,5,81,2025/1/20 10:50,英雄在此Android,https://wx1.sinaimg.cn/large/008wJVqlgy1hxr1afttn8j31401hcdkw.jpg,,,,普通用户
5.1272E+15,PbpHDzc33,7506096334,檀檀覃tan,#檀健次小品记忆#jct#你好星期六拍立得#“打败你的不是天真是无“鞋”“我叫白云我叫黑土，我71，我75，我属鸡，我属虎，这是我老公，这是我老母”檀健次小品记忆太牛了吧！你还真是没少看呀！@MIC檀健次JC-TL檀檀覃tan的微博视频,,,MIC檀健次JC-T,"檀健次 小品记忆,你好星期六拍立得",3,116,83,2025/1/26 23:09,檀健次超话,,"http://f.video.weibocdn.com/u0/IGwTGwZpgx08lt2uewxy01041200sbJM0E010.mp4?label=mp4_720p&template=576x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765430908&ssig=YL%2BVxToEG2&KID=unistore,video",,,红V
5.12706E+15,PblSyDYJE,7873129443,-壹苇杭之-,#檀健次一字不错背赵本山小品#我叫白云我叫黑土……哈哈哈哈檀健次怎么这个赛道也有你L小金毛妍的微博视频,,,,檀健次一字不错背赵本山小品,0,0,1,2025/1/26 13:25,檀健次超话,,"http://f.video.weibocdn.com/o0/WchZyQhTlx08lric1aMo01041200TpkG0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765430908&ssig=rV9FbnpE5a&KID=unistore,video",,,普通用户
5.12753E+15,Pby3AduIi,1658016837,佐左,tg：“我没少看啊，哈哈哈哈”我叫白云我叫黑土，这是我老公这是我老母～想起长相思有个直播，主持人问小夭认错母亲那段，如果让他发弹幕会发什么？tg“来，妈妈在这儿”，哈哈哈哈，主持人说上网别什么都学～,,,,,1,7,81,2025/1/27 20:25,健饼果紫超话,,"http://f.video.weibocdn.com/o0/hAWOk2gXlx08lusxgnsc010412006FIv0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765430922&ssig=w2GFv9IRg2&KID=unistore,video",,,普通用户
5.12772E+15,PbCZJr1pp,2100925373,京东手机通讯,蛇年看春晚，还得是vivo手机??新年换新机，还得是京东国补??关注@京东手机通讯，转赞评说说你印象最深刻的春晚节目，抽【春晚直播同款vivoX200】1台，这个新年，一起期待央视春晚新媒体直播技术合作伙伴vivo的精彩表现！#用国家补贴买手机就上京东##京东手机国补##vivox200春晚新媒体直播神器#O抽奖详情,,,京东手机通讯,"用国家补贴买手机就上京东,京东手机国补,vivo x200春晚新媒体直播神器",8975,5699,4384,2025/1/28 9:00,,https://wx3.sinaimg.cn/large/002ibgF7gy1hy0l3ggx9kj60u01hc18802.jpg,,,,
5.1279E+15,PbHL8DmsT,5769412646,王兔兔Wong,我叫白云我叫黑土,,,,,0,0,4384,2025/1/28 21:07,Redmi K40,,,5.12772E+15,,普通用户
5.12981E+15,PcvA0deAP,7811007994,芭逼狗,我叫白云我叫黑土我67我65,,,,,0,0,1,2025/2/3 3:57,iPhone客户端,https://wx3.sinaimg.cn/large/008wCbZUly1hy6w19anhmj30u00u041h.jpg,,,,普通用户
5.13193E+15,PdoECjRhN,6729852788,原来大家对彼此都不感兴趣啊,海蒂的求生欲呢，哪个女副播啊：“黄色的百合像灯一样”，哈哈哈哈哈哈，泡面头搭泡面盖啊，瞎盖巴脑，笑嘻了，你俩。喜欢搭一个的泡面头，偷看得到我微博偷看得到我朋友圈是吧，经常我说个啥都在那儿笑，我叫白云我叫黑土……,,,,,0,0,0,2025/2/9 0:10,荣耀X30i 5G,https://wx1.sinaimg.cn/large/007lrM8Igy1hydms7higij30u00q6dmd.jpg,,,,普通用户
5.13514E+15,PeKht6FGl,7873521379,ytdbutter,呃呃,,,,,35,0,5,2025/2/17 21:03,Hello Kitty的爱,"https://wx3.sinaimg.cn/large/008AQuAjly1hynwd7n6ymj30fq0o9q5q.jpg,https://wx4.sinaimg.cn/large/008AQuAjly1hynwd1mbhoj30en0nz76z.jpg",,,,
5.13515E+15,PeKv9aowf,7827991130,仓井猪,我叫白云我叫黑土//@sugabooooo:在养老院谈上的,,,sugabooooo,,0,0,5,2025/2/17 21:37,,,,5.13514E+15,,普通用户
5.13854E+15,PgavlwV3O,5678088002,模糊乡村别墅独立卫浴,1794【酪子】穿的啥,,,,,22,8,72,2025/2/27 5:39,,,,,,
5.13914E+15,Pgq5Lhdaa,6645993154,小熊菠萝德,我叫白云我叫黑土，我七十一我七十五，我属鸡我属虎，这是我老公这是我老母//@这与你的意志无关:Picturecomment评论配图,,,这与你的意志无关,,0,4,72,2025/2/28 21:20,窥谷忘反Android,,,5.13854E+15,,普通用户
5.14058E+15,Ph1IWb0Fm,7720231479,龚晓落,我叫白云我叫黑土我叫刘邦我七十一我七十五我六十一,,,,,0,0,0,2025/3/4 21:08,Redmi K40,"https://wx2.sinaimg.cn/large/008qtiSzgy1hz58rax2zgj31uo0u0107.jpg,https://wx2.sinaimg.cn/large/008qtiSzgy1hz58sde6vkj31uo0u0dpz.jpg,https://wx1.sinaimg.cn/large/008qtiSzgy1hz58sgf6nkj31uo0u0teu.jpg,https://wx4.sinaimg.cn/large/008qtiSzgy1hz58rbii4jj31uo0u0goy.jpg,https://wx3.sinaimg.cn/large/008qtiSzgy1hz58rcfzxsj31uo0u0gve.jpg,https://wx4.sinaimg.cn/large/008qtiSzgy1hz58rdjg2tj31uo0u0qc9.jpg,https://wx4.sinaimg.cn/large/008qtiSzgy1hz58rgdzddj31uo0u0ai3.jpg,https://wx4.sinaimg.cn/large/008qtiSzgy1hz58ri3sx7j31uo0u0wq5.jpg,https://wx3.sinaimg.cn/large/008qtiSzgy1hz58skbznuj31uo0u07bh.jpg",,,,普通用户
5.14534E+15,Pj1y7hQsb,7893651543,老公别怕我是bt,我叫白云我叫黑土我是他老公我是他老母,,,,,0,0,0,2025/3/18 0:22,iPhone客户端,"https://wx2.sinaimg.cn/large/008CcXmnly1hzkfgcsazrj32c0340u0y.jpg,https://wx3.sinaimg.cn/large/008CcXmnly1hzkfgeja7jj32c03407wi.jpg,https://wx2.sinaimg.cn/large/008CcXmnly1hzkfghh5r9j32c0340b2c.jpg,https://wx1.sinaimg.cn/large/008CcXmnly1hzkfgogccoj32c0340qv7.jpg,https://wx2.sinaimg.cn/large/008CcXmnly1hzkfgp6bczj30u00u0wh8.jpg",,,,普通用户
5.14818E+15,PkduDgb8u,2668353065,-小蛋饺-,有没有人把两口子百度百科剪在一起就剪成我叫白云我叫黑土我71我75这样婶儿的,,,,,0,0,1,2025/3/25 20:37,三星Galaxy S24 Ultra,,,,,普通用户
5.14822E+15,PkeizdYmb,5556433285,Doudouyanzj,下蛋公鸡公鸡中的战斗机,,,,,66,8,34,2025/3/25 22:40,,"https://wx3.sinaimg.cn/large/00642e7Hgy1hztlgdiq3jj30wi0t741n.jpg,https://wx1.sinaimg.cn/large/00642e7Hgy1hztlgdtz2ij30g409i3zy.jpg,https://wx4.sinaimg.cn/large/00642e7Hgy1hztlgd540bj30wi10iq5x.jpg",,,,
5.14848E+15,Pkl4xjAGr,7845448140,有股狗狗味,我叫白云我叫黑土他是我老公他是我老母//@原子一号键:哇塞塞//@汪嬷态:这个人就这样玩弄我的丑cp,,,"原子一号键,汪嬷态",,0,0,34,2025/3/26 15:55,iPhone客户端,,,5.14822E+15,,普通用户
5.15041E+15,Pl9u7Fli6,7714479170,老十芭蕉叶,见证了愚人节团建从我叫白云我叫黑土到大家一起包饺子的演变,,,,,0,0,4,2025/4/1 0:15,,,,,,普通用户
5.15366E+15,PmvVPooP4,6595728837,小小不雅之堂,有人说那是他的冷帽，有人说那是他的昂扬，李东笑而不语，只见他把帽子往上一掀，露出弧度接近完美的发际线，额头那锃亮的光芒顿时照亮了大地,,,,,3,6,40,2025/4/9 23:14,强势围观的iPhone 16,"https://wx1.sinaimg.cn/large/007cn0nbgy1i0ayl6jfqzj30it0n2dlj.jpg,https://wx3.sinaimg.cn/large/007cn0nbgy1i0ayl35di8j31ej1ej7ci.jpg,https://wx1.sinaimg.cn/large/007cn0nbgy1i0ayl2bndrj30f80b0q3p.jpg",,,,
5.15366E+15,PmvZldmUj,6563556756,非著名糊说糊话艺术家,我叫白云我叫黑土这是我老公这是我老母,,,,,0,0,40,2025/4/9 23:23,,,,5.15366E+15,,普通用户
5.15332E+15,PmnaOafaw,7887289038,路遇盐撒,我叫白云我叫黑土我71我75我属鸡我属虎这是我老公这是我老母,,,,,0,0,0,2025/4/9 0:56,iPhone客户端,https://wx3.sinaimg.cn/large/008BMgbkgy1i09w2x1jcjj30zu1qg1kx.jpg,,,,普通用户
5.16092E+15,PpyKCCTff,6504259252,Gimme20,我七十一我七十五我叫白云我叫黑土，他是我老公他是我老母,,,,,0,0,2,2025/4/29 23:56,??iPhone 16 Pro Max,https://wx1.sinaimg.cn/large/0076bcXily1i0y4bjgstbj30ys0u0ta1.jpg,,,,普通用户
5.16889E+15,PsU2jDo1h,7453285126,vinnnng-,我叫白云我叫黑土这是我老公这是我老母小伙儿长得比较帅呆了这是正宗的猪腰子脸,,,,,0,0,1,2025/5/21 23:38,iPhone 15 Pro Max,https://wx2.sinaimg.cn/large/0088pdWely1i1njgizvk5j30sg0sgjz7.jpg,,,,普通用户
5.17033E+15,PtvBziBeL,6640992728,奥利奥利aoliaoli,，，，，//@小熊菠萝德:我叫白云我叫黑土，我七十一我七十五，我是songbird他是老虎，这是我老公这是我老母,,,小熊菠萝德,,0,0,0,2025/5/25 23:16,OPPO Reno8 Pro 5G,,,,,普通用户
5.1703E+15,PtuRX9oN8,7242578105,请勿在棺材中燃放,wbxl//@小熊菠萝德:我叫白云我叫黑土，我七十一我七十五，我是songbird他是老虎，这是我老公这是我老母,,,小熊菠萝德,,0,0,0,2025/5/25 21:24,忘在里面的iPhone,,,,,普通用户
5.17027E+15,Ptu31heFT,6645993154,小熊菠萝德,我叫白云我叫黑土，我七十一我七十五，我是songbird他是老虎，这是我老公这是我老母,,,,,6,0,0,2025/5/25 19:18,窥谷忘反Android,,,,,普通用户
5.17054E+15,PtAZ43f8p,6842507746,capNoel,这是原版//@小熊菠萝德:我叫白云我叫黑土，我七十一我七十五，我是songbird他是老虎，这是我老公这是我老母,,,小熊菠萝德,,0,0,0,2025/5/26 12:58,OPPO Reno9 Pro 5G,,,,,普通用户
5.17036E+15,Ptwnm2EvY,7526029930,樊肃生,我笑得心脏不舒服//@小熊菠萝德:我叫白云我叫黑土，我七十一我七十五，我是songbird他是老虎，这是我老公这是我老母,,,小熊菠萝德,,0,0,0,2025/5/26 1:14,iPhone客户端,,,,,普通用户
5.17859E+15,PwYvXiJ39,7919537314,灵医问诊中心,【挂号】#阿呆阿瓜#,,,,阿呆阿瓜,9,1,69,2025/6/17 18:23,,"https://wx2.sinaimg.cn/large/008DXzqOgy1i2ii0v0rqgj30mj0oidgr.jpg,https://wx2.sinaimg.cn/large/008DXzqOgy1i2ii0um5v4j30iw0kf3z1.jpg",,,,
5.17861E+15,PwYSzpg2e,7222936889,豆汰郞的微博,好图????了//@煮狗豆乳:我叫白云我叫黑土我七十一我七十五查看图片,,,煮狗豆乳,,0,0,69,2025/6/17 19:19,iPhone客户端,,,5.17859E+15,,普通用户
5.17859E+15,PwYC6FPv6,6655453861,煮狗豆乳,我叫白云我叫黑土我七十一我七十五查看图片,,,,,1,4,69,2025/6/17 18:38,iPhone 15 Pro Max,,,5.17859E+15,,黄V
5.1743E+15,PvaY1nf2P,2328396023,攻鸡赛博嬷法,照顾好你老伴L爱薪掘骡的微博视频,,,,,61,4,29,2025/6/5 22:25,微博视频号,,"http://f.video.weibocdn.com/o0/24tgY0Avlx08oOlC9uic010412000EAN0E010.mp4?label=mp4_hd&template=454x886.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765432686&ssig=GpDfaTRjqP&KID=unistore,video",,,
5.17936E+15,PxiDpeaKW,1244477394,Ryonuna,啊啊啊啊啊我不行了//@Rubyinyourheart:我叫白云我叫黑土我七十一我七十五他是我老公她是我老母//@爱薪掘骡:再也不相信幕后照了查看图片,,,"Rubyinyourheart,爱薪掘骡",,0,0,29,2025/6/19 21:36,iPhone 16 Pro,,,5.1743E+15,,普通用户
5.17936E+15,PxiuGAI9p,7861270729,Rubyinyourheart,我叫白云我叫黑土我七十一我七十五他是我老公她是我老母//@爱薪掘骡:再也不相信幕后照了查看图片,,,爱薪掘骡,,2,0,29,2025/6/19 21:15,,,,5.1743E+15,,普通用户
5.18041E+15,PxJLeeWwe,6020096298,酷酷咩咩生物,看着源子说俺叫黑土这个是白云心里充满了赵本山说的我叫白云我叫黑土我71我75这是我老公这是我老母（嗯啊源子你也听赵本山？,,,,,0,0,5,2025/6/22 18:40,iPad air,,,,,普通用户
5.18406E+15,PzgRkwuUh,6456007766,水母蕾舍,呃呃这是我家唯美情侣吗,,,,,54,18,8,2025/7/2 20:46,爸比的臂弯,https://wx2.sinaimg.cn/large/0072UKxwgy1i2zyicoxkdj30so0sojun.jpg,,,,
5.18407E+15,Pzh1D3ZkA,7929365218,每个天菜,我叫白云我叫黑土我71我75//@果蔬种植基地勤奋园丁:刚斗地主输了//@蝴蝶狗z:老农民//@小猪殿:别这样//@就让我把你说的谎言留在昨天:我笑死了//@伊只喜欢你:偷了啥还回来//@昨天也想见到你:打完字狂笑三声//@昨天也想见到你:白云黑土,,,"果蔬种植基地勤奋园丁,蝴蝶狗z,小猪殿,就让我把你说的谎言留在昨天,伊只喜欢你,昨天也想见到你",,0,0,8,2025/7/2 21:11,iPhone客户端,,,5.18406E+15,,普通用户
5.18717E+15,PAzNJysyM,5621588427,霸天虎医官击倒,//@紫菜炖咸鱼:我叫白云我叫黑土我71我75,,,紫菜炖咸鱼,,0,0,769,2025/7/11 10:49,OPPO Reno4 SE 5G,,,5.06146E+15,,普通用户
5.19025E+15,PBRMgyQu2,5131308511,灵药布洛芬,“他是朱致新我是苏心好”“朱致新苏心好”有必要互相再介绍一遍吗！？？#朱志鑫是苏新皓全肯定#L灵药布洛芬的微博视频,,,,朱志鑫是苏新皓全肯定,225,37,1893,2025/7/19 22:26,朱苏超话,,"http://f.video.weibocdn.com/o0/W8Mjr6lwlx08pWwT2QBG01041200kiMM0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765433063&ssig=6xd3KStX1s&KID=unistore,video",,,
5.19028E+15,PBSCcrY1O,6302039412,重生瑾瑜长安之我在大唐当女主控,我叫白云我叫黑土,,,,,0,0,1893,2025/7/20 0:33,iPhone客户端,,,5.19025E+15,,黄V
5.1908E+15,PC6cz0wUV,1691761292,叫兽易小星,劝别人不要焦虑，结果自己开始焦虑了。,,,,,26,190,719,2025/7/21 11:09,,https://wx3.sinaimg.cn/large/001Qusosly1i3lglmhgr1j60lk0o2ju402.jpg,,,,
5.19088E+15,PC89twK8w,7717465508,微甜带辣王铁梅,//@我叫白云我叫黑土:我想起那天夕阳下的奔跑//@头闻自嘀:多年以后你还是那个安静的美男子！,,,"我叫白云我叫黑土,头闻自嘀",,0,0,719,2025/7/21 16:07,HUAWEI Mate 60 Pro,,,5.1908E+15,,普通用户
5.19331E+15,PD9kWhaqJ,1234869145,赛车-行云,昨天赛前发车格上，有趣的一幕汉密尔顿打着伞，寻找他的站位，准备迎接开幕式。但定制的地台在雨天，显得很是拥挤，汉密尔顿一开始没找到自己的站位，又绕着地台转了回来。此时刚好遇到给SkyF1做节目的前队友罗斯博格，汉密尔顿把伞倾斜下来，挡住了自己脸#2025F1比利时大奖赛#L赛车-行云的微博视频,,,,2025F1比利时大奖赛,96,23,289,2025/7/28 8:58,微博视频号,,"http://f.video.weibocdn.com/o0/kg3m8DP0lx08q9ZqWtRu01041200c9ww0E010.mp4?label=mp4_720p&template=1222x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765433149&ssig=h7WcFicc%2F0&KID=unistore,video",,,
5.19351E+15,PDevtuC3y,5124462749,重禧,女同就是离婚快十年了还自动躲开对方的空气//@圣诞前夜_:完全女铜风味。最不忍看你背向我转面//@西西只有六元钱:笑得尖叫了，家产还是我最熟悉的风味，我叫白云我叫黑土这是我老公这是我老母,,,"圣诞前夜_,西西只有六元钱",,0,0,289,2025/7/28 22:08,iPhone 13 Pro Max,,,5.19331E+15,,普通用户
5.19339E+15,PDbCtedLL,5998154180,圣诞前夜_,完全女铜风味。最不忍看你背向我转面//@西西只有六元钱:笑得尖叫了，家产还是我最熟悉的风味，我叫白云我叫黑土这是我老公这是我老母,,,西西只有六元钱,,1,0,289,2025/7/28 14:47,iPad Air,,,5.19331E+15,,普通用户
5.19335E+15,PDap0yLQx,5462401112,西西只有六元钱,笑得尖叫了，家产还是我最熟悉的风味，我叫白云我叫黑土这是我老公这是我老母,,,,,2,0,289,2025/7/28 11:41,HUAWEI Mate 60 Pro,,,5.19331E+15,,普通用户
5.19821E+15,PFcTWam9f,6883346112,麦秋楸,起名就是我们家一场大型的烂梗比赛“可以叫他韩信，因为它老钻到我腿下，忍得了胯下之辱”“可以叫他本山，因为我叫白云我叫黑土的黑土是赵本山演的”“叫体育生黑皮体育生”“不行，那咋不叫中介和资本家”……导致小猫现在还没有名字,,,,,0,0,0,2025/8/10 21:43,OPPO Find X8s,"https://wx3.sinaimg.cn/large/007vPOLuly1i493335uktj32dc35snpe.jpg,https://wx4.sinaimg.cn/large/007vPOLuly1i49377j4ihj30u01t443g.jpg",,,,普通用户
5.20795E+15,Q3kM5acnu,6110681678,2025全球核武技术与战略动态解读,我叫白云我叫黑土,,,,,0,1,2,2025/9/6 18:38,,https://wx2.sinaimg.cn/large/006FxNrUgy1i545qai1d3j30ku112k6s.jpg,,,,普通用户
5.21547E+15,Q6urTmBVQ,6900884948,为什嬷不可以,每天就这样出现在对方眼里。,,,,,117,3,182,2025/9/27 12:47,昊昊送来的iPhone客户端,"https://wx4.sinaimg.cn/large/007x1ppWgy1i5s5kwyhloj316o1kwguk.jpg,https://wx3.sinaimg.cn/large/007x1ppWgy1i5s5kvimyaj31691kc48f.jpg",,,,
5.2155E+15,Q6v7jl3aZ,7622452176,泡菜土豆泥,//@能不能瘦到九十斤啊:我叫白云我叫黑土我71我75,,,能不能瘦到九十斤啊,,0,0,182,2025/9/27 14:29,iPhone,,,5.21547E+15,,普通用户
5.2153E+15,Q6pY0wITd,7848345812,湖边的黑色眼镜框,我叫白云我叫黑土我73我75,,,,,0,0,0,2025/9/27 1:22,iPhone客户端,https://wx1.sinaimg.cn/large/008z8RgMly1i5rlsi4j8sj30qo0xsae1.jpg,,,,普通用户
5.21703E+15,Q796MeOa8,3290016493,美颜滤镜粉碎机·真实很美好,CORTIS马丁MARTIN、赵雨凡JAMES、金主训JUHOON、严成玹SEONGHYEON、安乾镐KEONHO今日机场新闻图,,,,,142,867,7628,2025/10/1 20:18,,"https://wx2.sinaimg.cn/large/c419aaedgy1i5x52wzn4pj20i208m768.jpg,https://wx1.sinaimg.cn/large/c419aaedgy1i5x52ynl2hj20i20r345t.jpg,https://wx4.sinaimg.cn/large/c419aaedgy1i5x52xxvrfj20i20r3tf5.jpg,https://wx2.sinaimg.cn/large/c419aaedgy1i5x52y9d2kj20i20r3gro.jpg,https://wx4.sinaimg.cn/large/c419aaedgy1i5x52xacyxj20i20r30yt.jpg,https://wx3.sinaimg.cn/large/c419aaedgy1i5x52xmo8lj20i20r3wkj.jpg,https://wx2.sinaimg.cn/large/c419aaedgy1i5x52z000tj20i20r3q9p.jpg,https://wx4.sinaimg.cn/large/c419aaedgy1i5x52zbij7j20i20r3gsc.jpg,https://wx4.sinaimg.cn/large/c419aaedgy1i5x52zn01pj20xc0irq4w.jpg",,,,
5.21763E+15,Q7oEF2s08,5499979898,冰美式淡一点_,。这谁做的妆造。。我叫白云我叫黑土我七十一我七十五,,,,,0,0,7628,2025/10/3 11:52,,,,5.21703E+15,,黄V
5.22541E+15,QaF4nE76m,7984844104,奋斗小狗吹蜡烛,一模一样呀O网页链接L奋斗小狗吹蜡烛的微博视频,,,,,49,0,27,2025/10/24 23:11,微博视频号,,"http://f.video.weibocdn.com/o0/dNxIFKNPlx08srimx6iY010412005WME0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765434251&ssig=OQ05sxI9sS&KID=unistore,video",,,
5.2256E+15,QaJQvy8Ax,7457019026,金民小强,韩国也有黑土了//@大吉岭财:我叫白云我叫黑土我71我75查看图片,,,大吉岭财,,0,2,27,2025/10/25 11:20,微博仅供参考,,,5.22541E+15,,普通用户
5.22855E+15,QbYL2aGHs,7815614743,就你们这样还能叫银魂吗,因为集数关系，灵魂互换篇动画组把漫画里很多标题都省略了来自14038稿主的分享,,,,,103,13,346,2025/11/2 15:08,,"https://wx4.sinaimg.cn/large/008wVwqjgy1i6xvz2m05nj30wz0ikn2v.jpg,https://wx4.sinaimg.cn/large/008wVwqjgy1i6xvz2hmvoj30po0zjdik.jpg",,,,
5.22889E+15,Qc7uPA1Mr,7916020746,日行一善敲木鱼中,对不起啊这真的好像我叫白云我叫黑土这是我老公这是我老母,,,,,2,0,346,2025/11/3 13:23,,,,5.22855E+15,,普通用户
5.22918E+15,QcfbQCyh0,7641147449,祈祷夏日失踪,停停停//@日行一善敲木鱼中:对不起啊这真的好像我叫白云我叫黑土这是我老公这是我老母,,,日行一善敲木鱼中,,0,0,346,2025/11/4 8:58,Android,,,5.22855E+15,,普通用户
5.23001E+15,QcAGHzVVC,5166277858,有事先敲门,把粉丝晾在一边两个每天抬头不见低头见的人互相挥手??????820sahisharkL有事先敲门的微博视频,,,,,240,0,602,2025/11/6 15:42,微博视频号,,"http://f.video.weibocdn.com/o0/cuQsMdnKlx08sLx3NPuw0104120095BJ0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765434407&ssig=Hs8SKufq1d&KID=unistore,video",,,
5.23002E+15,QcAQbxgfc,5958133401,两点晕倒在家门口,我叫白云我叫黑土,,,,,0,0,602,2025/11/6 16:05,iPhone客户端,,,5.23001E+15,,普通用户
5.23028E+15,QcHEcDh54,7430672181,真是梦鸽,我叫白云我叫黑土,,,,,0,0,602,2025/11/7 9:25,HUAWEI Mate 60,,,5.23001E+15,,普通用户
5.23116E+15,Qd4vsEWWq,7958134908,今夜无正事,我叫白云我叫黑土这是我老公这是我老母,,,,,0,0,2,2025/11/9 19:37,iPhone 17 Pro,https://wx2.sinaimg.cn/large/008GzwqEgy1i76727sfb4j30u013z43s.jpg,,,,普通用户
5.233E+15,QdQtbB5KS,5229222703,不知道该说什么好鹅,我叫白云我叫黑土,,,,,0,2,0,2025/11/14 21:43,,https://wx1.sinaimg.cn/large/005HThHFgy1i7c2tdjd9lj30iv0dpt9p.jpg,,,,普通用户
5.23395E+15,QefeD5KNn,7387651215,Aurilune_,我笑得不行了//@日行一善敲木鱼中:对不起啊这真的好像我叫白云我叫黑土这是我老公这是我老母,,,日行一善敲木鱼中,,0,0,346,2025/11/17 12:46,iPhone客户端,,,5.22855E+15,,普通用户
5.23559E+15,QeVQ0k3FV,5209828648,泽葵-_-,我感觉我就是一个老式的人爱吃老式麻辣烫老式蛋糕看剧喜欢看老剧还喜欢看老春晚小品我叫白云我叫黑土我71我75我属鸡，我属虎，他是我老公她是我老母那场面那是相当壮观了锣鼓喧天鞭炮齐鸣，红旗招展，人山人海脑袋大不是粗，不是大款就伙夫秋波就是秋天的菠菜下蛋公鸡公鸡中的战斗机哦耶,,,,,0,0,0,2025/11/22 1:13,iPhone客户端,https://wx1.sinaimg.cn/large/005GzUqkly1i7kc7byvj9j30u01sy44f.jpg,,,,普通用户
5.23729E+15,QfE4445Gu,5370649710,第77禁区,没找到假舞者的两个笨蛋??????:你们怎么能这样骗我们呢??:不是很明显只有我们俩被骗了??:我们当时有点傻。??:在我们团我们被叫为pabo拉茶....??:我是pabo拉茶的领袖???♂????♂???:唉。??:这是我的下属+你俩还很骄傲的样子嘛L第77禁区的微博视频,,,,,93,3,269,2025/11/26 17:49,微博视频号,,"http://f.video.weibocdn.com/o0/TCGhgfKdlx08thztza3u010412004t080E010.mp4?label=mp4_720p&template=1248x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1765434646&ssig=s2J9y%2FbWMD&KID=unistore,video",,,
5.23738E+15,QfGnE85Xz,7708595352,Yinggg_yuzu,我htfutvgjvjhbkjhou//@尖叫皱皱土豆:啊啊啊//@你的九妹掉了:我叫白云我叫黑土这是我老公这是我老母,,,"尖叫皱皱土豆,你的九妹掉了",,0,0,269,2025/11/26 23:42,iPhone客户端,,,5.23729E+15,,普通用户
5.23737E+15,QfGbhtNYc,7796411578,尖叫皱皱土豆,啊啊啊//@你的九妹掉了:我叫白云我叫黑土这是我老公这是我老母,,,你的九妹掉了,,1,0,269,2025/11/26 23:12,nova7你在焦点在,,,5.23729E+15,,普通用户
5.23735E+15,QfFxl2cvI,7342763354,社会成员kuku2n,我们骄傲的笨猪//@你的九妹掉了:我叫白云我叫黑土这是我老公这是我老母,,,你的九妹掉了,,0,0,269,2025/11/26 21:33,iPhone客户端,,,5.23729E+15,,普通用户
5.23733E+15,QfF8quTrb,7817312298,nauiana,//@你的九妹掉了:我叫白云我叫黑土这是我老公这是我老母,,,你的九妹掉了,,0,0,269,2025/11/26 20:32,三星Galaxy S23 Ultra,,,5.23729E+15,,普通用户
5.23732E+15,QfEXs3k7J,7294223221,专业爬墙专家,我被萌晕了//@你的九妹掉了:我叫白云我叫黑土这是我老公这是我老母,,,你的九妹掉了,,0,0,269,2025/11/26 20:05,iPhone 13,,,5.23729E+15,,普通用户
5.23731E+15,QfEwKlljl,7590113556,安硫剂,我服了//@你的九妹掉了:我叫白云我叫黑土这是我老公这是我老母,,,你的九妹掉了,,0,0,269,2025/11/26 18:59,荣耀X60,,,5.23729E+15,,普通用户
5.2373E+15,QfErL36lM,7404643368,困困猪给你一拳,这是我下属//@你的九妹掉了:我叫白云我叫黑土这是我老公这是我老母,,,你的九妹掉了,,0,0,269,2025/11/26 18:47,iPhone客户端,,,5.23729E+15,,普通用户
5.2373E+15,QfEohyIm4,7741835752,进击的kiwi小猪包,笑的我//@你的九妹掉了:我叫白云我叫黑土这是我老公这是我老母,,,你的九妹掉了,,0,0,269,2025/11/26 18:38,nova12系列出色蓝不住,,,5.23729E+15,,普通用户
5.2373E+15,QfEljumhs,5679246619,小面的牙牙乐,哎哟我//@你的九妹掉了:我叫白云我叫黑土这是我老公这是我老母,,,你的九妹掉了,,0,0,269,2025/11/26 18:31,鲜橙果汁铺Android,,,5.23729E+15,,黄V
5.2373E+15,QfEkUBHqN,5615585472,弗朗家的粗眉毛,笑得//@你的九妹掉了:我叫白云我叫黑土这是我老公这是我老母,,,你的九妹掉了,,0,0,269,2025/11/26 18:30,nova12系列出色蓝不住,,,5.23729E+15,,普通用户
